Date,SPY
2020-12-02,362.85369873046875
2020-12-03,362.7547912597656
2020-12-04,365.8808898925781
2020-12-07,365.1289978027344
2020-12-08,366.19744873046875
2020-12-09,362.9130859375
2020-12-10,362.79437255859375
2020-12-11,362.36895751953125
2020-12-14,360.74658203125
2020-12-15,365.6236572265625
2020-12-16,366.19744873046875
2020-12-17,368.2452087402344
2020-12-18,366.7748718261719
2020-12-21,365.46343994140625
2020-12-22,364.84747314453125
2020-12-23,365.17535400390625
2020-12-24,366.5960388183594
2020-12-28,369.7453918457031
2020-12-29,369.0400085449219
2020-12-30,369.5665588378906
2020-12-31,371.4442443847656
2021-01-04,366.38739013671875
2021-01-05,368.91082763671875
2021-01-06,371.11639404296875
2021-01-07,376.6302490234375
2021-01-08,378.77618408203125
2021-01-11,376.2229309082031
2021-01-12,376.3023681640625
2021-01-13,377.31573486328125
2021-01-14,375.994384765625
2021-01-15,373.25238037109375
2021-01-19,376.18316650390625
2021-01-20,381.3890380859375
2021-01-21,381.73675537109375
2021-01-22,380.3856201171875
2021-01-25,381.88580322265625
2021-01-26,381.2897033691406
2021-01-27,371.9707946777344
2021-01-28,375.1698303222656
2021-01-29,367.6590881347656
2021-02-01,373.7789611816406
2021-02-02,379.06427001953125
2021-02-03,379.3623352050781
2021-02-04,383.6740417480469
2021-02-05,385.18414306640625
2021-02-08,387.9659118652344
2021-02-09,387.70758056640625
2021-02-10,387.5386962890625
2021-02-11,388.1645812988281
2021-02-12,390.08203125
2021-02-16,389.74420166015625
2021-02-17,389.83367919921875
2021-02-18,388.1745300292969
2021-02-19,387.4890441894531
2021-02-22,384.508544921875
2021-02-23,384.9754943847656
2021-02-24,389.2176818847656
2021-02-25,379.8392028808594
2021-02-26,377.88201904296875
2021-03-01,387.04193115234375
2021-03-02,384.02178955078125
2021-03-03,378.9351501464844
2021-03-04,374.2458801269531
2021-03-05,381.1307373046875
2021-03-08,379.2331848144531
2021-03-09,384.6476745605469
2021-03-10,387.04193115234375
2021-03-11,390.9662170410156
2021-03-12,391.4927673339844
2021-03-15,393.82745361328125
2021-03-16,393.33074951171875
2021-03-17,394.67193603515625
2021-03-18,388.9295959472656
2021-03-19,388.2099609375
2021-03-22,391.3097839355469
2021-03-23,388.2298889160156
2021-03-24,386.2563171386719
2021-03-25,388.4292297363281
2021-03-26,394.6887512207031
2021-03-29,394.4894104003906
2021-03-30,393.4428405761719
2021-03-31,395.03759765625
2021-04-01,399.3036193847656
2021-04-05,405.0348815917969
2021-04-06,404.7956848144531
2021-04-07,405.2641296386719
2021-04-08,407.1878356933594
2021-04-09,410.1481628417969
2021-04-12,410.2976989746094
2021-04-13,411.513671875
2021-04-14,410.1083068847656
2021-04-15,414.5138854980469
2021-04-16,415.89935302734375
2021-04-19,413.85601806640625
2021-04-20,410.8259582519531
2021-04-21,414.7132263183594
2021-04-22,410.9256286621094
2021-04-23,415.38104248046875
2021-04-26,416.2481994628906
2021-04-27,416.15850830078125
2021-04-28,416.03887939453125
2021-04-29,418.6902160644531
2021-04-30,415.939208984375
2021-05-03,416.8363037109375
2021-05-04,414.26470947265625
2021-05-05,414.394287109375
2021-05-06,417.7034606933594
2021-05-07,420.7434997558594
2021-05-10,416.5771484375
2021-05-11,412.8592834472656
2021-05-12,404.0880126953125
2021-05-13,408.9421081542969
2021-05-14,415.2215576171875
2021-05-17,414.1650085449219
2021-05-18,410.5967102050781
2021-05-19,409.52020263671875
2021-05-20,413.9258117675781
2021-05-21,413.5869140625
2021-05-24,417.8031311035156
2021-05-25,416.87615966796875
2021-05-26,417.7034606933594
2021-05-27,417.9227294921875
2021-05-28,418.6702880859375
2021-06-01,418.301513671875
2021-06-02,418.9593200683594
2021-06-03,417.4044189453125
2021-06-04,421.2219543457031
2021-06-07,420.81329345703125
2021-06-08,420.9029846191406
2021-06-09,420.2750244140625
2021-06-10,422.2286376953125
2021-06-11,422.9263610839844
2021-06-14,423.8732604980469
2021-06-15,423.0958251953125
2021-06-16,420.7335205078125
2021-06-17,420.593994140625
2021-06-18,414.9200134277344
2021-06-21,420.8599853515625
2021-06-22,423.1099853515625
2021-06-23,422.6000061035156
2021-06-24,425.1000061035156
2021-06-25,426.6099853515625
2021-06-28,427.4700012207031
2021-06-29,427.70001220703125
2021-06-30,428.05999755859375
2021-07-01,430.42999267578125
2021-07-02,433.7200012207031
2021-07-06,432.92999267578125
2021-07-07,434.4599914550781
2021-07-08,430.9200134277344
2021-07-09,435.5199890136719
2021-07-12,437.0799865722656
2021-07-13,435.5899963378906
2021-07-14,436.239990234375
2021-07-15,434.75
2021-07-16,431.3399963378906
2021-07-19,424.9700012207031
2021-07-20,431.05999755859375
2021-07-21,434.54998779296875
2021-07-22,435.4599914550781
2021-07-23,439.94000244140625
2021-07-26,441.0199890136719
2021-07-27,439.010009765625
2021-07-28,438.8299865722656
2021-07-29,440.6499938964844
2021-07-30,438.510009765625
2021-08-02,437.5899963378906
2021-08-03,441.1499938964844
2021-08-04,438.9800109863281
2021-08-05,441.760009765625
2021-08-06,442.489990234375
2021-08-09,442.1300048828125
2021-08-10,442.67999267578125
2021-08-11,443.7799987792969
2021-08-12,445.1099853515625
2021-08-13,445.9200134277344
2021-08-16,446.9700012207031
2021-08-17,444.0400085449219
2021-08-18,439.17999267578125
2021-08-19,439.8599853515625
2021-08-20,443.3599853515625
2021-08-23,447.260009765625
2021-08-24,447.9700012207031
2021-08-25,448.9100036621094
2021-08-26,446.260009765625
2021-08-27,450.25
2021-08-30,452.2300109863281
2021-08-31,451.55999755859375
