,연월일,기온
3573,2015-10-14,18.4
3574,2015-10-15,18.8
3575,2015-10-16,15.6
3576,2015-10-17,17.5
3577,2015-10-18,18.8
3578,2015-10-19,19
3579,2015-10-20,19
3580,2015-10-21,17.2
3581,2015-10-22,17.4
3582,2015-10-23,17.9
3583,2015-10-24,19
3584,2015-10-25,16.1
3585,2015-10-26,15.5
3586,2015-10-27,18.3
3587,2015-10-28,20.8
3588,2015-10-29,17.1
3589,2015-10-30,17.1
3590,2015-10-31,14.4
3591,2015-11-01,13.1
3592,2015-11-02,12.7
3593,2015-11-03,16.2
3594,2015-11-04,14.4
3595,2015-11-05,15.1
3596,2015-11-06,16.4
3597,2015-11-07,16.5
3598,2015-11-08,15.2
3599,2015-11-09,18.2
3600,2015-11-10,16.5
3601,2015-11-11,14.9
3602,2015-11-12,13.4
3603,2015-11-13,13.1
3604,2015-11-14,13
3605,2015-11-15,16
3606,2015-11-16,17.2
3607,2015-11-17,18.5
3608,2015-11-18,16.7
3609,2015-11-19,14.5
3610,2015-11-20,13.7
3611,2015-11-21,15.5
3612,2015-11-22,13.1
3613,2015-11-23,12.2
3614,2015-11-24,14.3
3615,2015-11-25,8.7
3616,2015-11-26,8.7
3617,2015-11-27,9.9
3618,2015-11-28,9.4
3619,2015-11-29,10.4
3620,2015-11-30,10
3621,2015-12-01,10.8
3622,2015-12-02,9.5
3623,2015-12-03,10.5
3624,2015-12-04,9.9
3625,2015-12-05,9.8
3626,2015-12-06,10.6
3627,2015-12-07,9.2
3628,2015-12-08,8
3629,2015-12-09,7.5
3630,2015-12-10,8.8
3631,2015-12-11,14.7
3632,2015-12-12,12.6
3633,2015-12-13,10.2
3634,2015-12-14,11.6
3635,2015-12-15,11.5
3636,2015-12-16,12.9
3637,2015-12-17,10.1
3638,2015-12-18,7.8
3639,2015-12-19,7.1
3640,2015-12-20,6.9
3641,2015-12-21,8.8
3642,2015-12-22,11
3643,2015-12-23,6.8
3644,2015-12-24,10.3
3645,2015-12-25,10.9
3646,2015-12-26,8.5
3647,2015-12-27,7.3
3648,2015-12-28,6
3649,2015-12-29,6.3
3650,2015-12-30,7.2
3651,2015-12-31,6.6
3652,2016-01-01,7.5
3653,2016-01-02,7.3
3654,2016-01-03,9.3
3655,2016-01-04,9.2
3656,2016-01-05,10.9
3657,2016-01-06,8.9
3658,2016-01-07,8.7
3659,2016-01-08,6.8
3660,2016-01-09,7.3
3661,2016-01-10,7.9
3662,2016-01-11,7.1
3663,2016-01-12,3.4
3664,2016-01-13,4.3
3665,2016-01-14,6
3666,2016-01-15,5.6
3667,2016-01-16,6.5
3668,2016-01-17,5.8
3669,2016-01-18,2.8
3670,2016-01-19,5.1
3671,2016-01-20,4.1
3672,2016-01-21,5.4
3673,2016-01-22,5.8
3674,2016-01-23,3.9
3675,2016-01-24,3.3
3676,2016-01-25,2.9
3677,2016-01-26,3.8
3678,2016-01-27,6.3
3679,2016-01-28,7.8
3680,2016-01-29,5.4
3681,2016-01-30,3.3
3682,2016-01-31,6.1
3683,2016-02-01,4.7
3684,2016-02-02,6
3685,2016-02-03,5
3686,2016-02-04,5.1
3687,2016-02-05,7.5
3688,2016-02-06,6.7
3689,2016-02-07,5
3690,2016-02-08,4.4
3691,2016-02-09,6.6
3692,2016-02-10,6
3693,2016-02-11,6
3694,2016-02-12,7.2
3695,2016-02-13,14
3696,2016-02-14,18.5
3697,2016-02-15,8.1
3698,2016-02-16,5.6
3699,2016-02-17,6.2
3700,2016-02-18,6.2
3701,2016-02-19,9.7
3702,2016-02-20,8
3703,2016-02-21,9.5
3704,2016-02-22,6.7
3705,2016-02-23,6.7
3706,2016-02-24,5.8
3707,2016-02-25,3.8
3708,2016-02-26,5.8
3709,2016-02-27,7.8
3710,2016-02-28,8.7
3711,2016-02-29,8.3
3712,2016-03-01,5.2
3713,2016-03-02,6.3
3714,2016-03-03,9.2
3715,2016-03-04,10.4
3716,2016-03-05,10.7
3717,2016-03-06,13.2
3718,2016-03-07,14.1
3719,2016-03-08,15.8
3720,2016-03-09,8.7
3721,2016-03-10,6.1
3722,2016-03-11,4.6
3723,2016-03-12,5.8
3724,2016-03-13,6.7
3725,2016-03-14,5.7
3726,2016-03-15,8.1
3727,2016-03-16,8.7
3728,2016-03-17,13.1
3729,2016-03-18,14.8
3730,2016-03-19,14.9
3731,2016-03-20,13.4
3732,2016-03-21,9.5
3733,2016-03-22,11
3734,2016-03-23,11.5
3735,2016-03-24,6.3
3736,2016-03-25,8.1
3737,2016-03-26,8
3738,2016-03-27,10.4
3739,2016-03-28,11.3
3740,2016-03-29,13
3741,2016-03-30,14.9
3742,2016-03-31,14.9
3743,2016-04-01,12.8
3744,2016-04-02,10.5
3745,2016-04-03,13.1
3746,2016-04-04,15.6
3747,2016-04-05,10.8
3748,2016-04-06,14.6
3749,2016-04-07,13.8
3750,2016-04-08,16.1
3751,2016-04-09,17.1
3752,2016-04-10,17.2
3753,2016-04-11,11.6
3754,2016-04-12,10.5
3755,2016-04-13,14.4
3756,2016-04-14,15
3757,2016-04-15,16.3
3758,2016-04-16,15.8
3759,2016-04-17,19.2
3760,2016-04-18,18.9
3761,2016-04-19,16.2
3762,2016-04-20,14.9
3763,2016-04-21,16.5
3764,2016-04-22,17.3
3765,2016-04-23,17.9
3766,2016-04-24,15.7
3767,2016-04-25,18.1
3768,2016-04-26,19.2
3769,2016-04-27,18.1
3770,2016-04-28,14.4
3771,2016-04-29,15.8
3772,2016-04-30,16
3773,2016-05-01,18.2
3774,2016-05-02,17.4
3775,2016-05-03,20.4
3776,2016-05-04,22.1
3777,2016-05-05,22.1
3778,2016-05-06,18.1
3779,2016-05-07,21.2
3780,2016-05-08,21.3
3781,2016-05-09,18.5
3782,2016-05-10,18.4
3783,2016-05-11,21.4
3784,2016-05-12,21.7
3785,2016-05-13,21.2
3786,2016-05-14,19.8
3787,2016-05-15,17.6
3788,2016-05-16,19
3789,2016-05-17,18.3
3790,2016-05-18,20
3791,2016-05-19,19.3
3792,2016-05-20,17.2
3793,2016-05-21,19.1
3794,2016-05-22,22.4
3795,2016-05-23,23.5
3796,2016-05-24,23.4
3797,2016-05-25,22.2
3798,2016-05-26,23
3799,2016-05-27,19.4
3800,2016-05-28,19.3
3801,2016-05-29,21.7
3802,2016-05-30,17.4
3803,2016-05-31,20.4
3804,2016-06-01,21.5
3805,2016-06-02,20.7
3806,2016-06-03,19.4
3807,2016-06-04,21.7
3808,2016-06-05,19.3
3809,2016-06-06,20
3810,2016-06-07,19.6
3811,2016-06-08,21.9
3812,2016-06-09,21.2
3813,2016-06-10,23.5
3814,2016-06-11,23.5
3815,2016-06-12,23.9
3816,2016-06-13,19.8
3817,2016-06-14,22.2
3818,2016-06-15,20.8
3819,2016-06-16,22.1
3820,2016-06-17,24.2
3821,2016-06-18,26.7
3822,2016-06-19,24.3
3823,2016-06-20,24.3
3824,2016-06-21,22.7
3825,2016-06-22,22.7
3826,2016-06-23,23
3827,2016-06-24,22.7
3828,2016-06-25,25.4
3829,2016-06-26,25.5
3830,2016-06-27,24.4
3831,2016-06-28,19.1
3832,2016-06-29,21.5
3833,2016-06-30,23
3834,2016-07-01,25.6
3835,2016-07-02,27
3836,2016-07-03,29.2
3837,2016-07-04,27.8
3838,2016-07-05,21.7
3839,2016-07-06,23.1
3840,2016-07-07,27.4
3841,2016-07-08,25.3
3842,2016-07-09,22.4
3843,2016-07-10,25.6
3844,2016-07-11,28
3845,2016-07-12,27.1
3846,2016-07-13,25.1
3847,2016-07-14,25.9
3848,2016-07-15,22.2
3849,2016-07-16,24.1
3850,2016-07-17,25.9
3851,2016-07-18,28.7
3852,2016-07-19,27.3
3853,2016-07-20,26.3
3854,2016-07-21,21.8
3855,2016-07-22,21.4
3856,2016-07-23,22.4
3857,2016-07-24,23.9
3858,2016-07-25,24.7
3859,2016-07-26,23.8
3860,2016-07-27,24.5
3861,2016-07-28,26.5
3862,2016-07-29,27.2
3863,2016-07-30,27.2
3864,2016-07-31,27.5
3865,2016-08-01,27.4
3866,2016-08-02,25.9
3867,2016-08-03,26.8
3868,2016-08-04,28.1
3869,2016-08-05,28.7
3870,2016-08-06,29.1
3871,2016-08-07,28.6
3872,2016-08-08,28.5
3873,2016-08-09,31.9
3874,2016-08-10,29.1
3875,2016-08-11,27.3
3876,2016-08-12,26.7
3877,2016-08-13,26.5
3878,2016-08-14,26
3879,2016-08-15,26.6
3880,2016-08-16,26.9
3881,2016-08-17,28.7
3882,2016-08-18,26.9
3883,2016-08-19,27.6
3884,2016-08-20,25.7
3885,2016-08-21,27.9
3886,2016-08-22,25.7
3887,2016-08-23,26.8
3888,2016-08-24,26.5
3889,2016-08-25,28
3890,2016-08-26,28.3
3891,2016-08-27,24.3
3892,2016-08-28,22.6
3893,2016-08-29,25.6
3894,2016-08-30,25.1
3895,2016-08-31,26.8
3896,2016-09-01,27
3897,2016-09-02,26.7
3898,2016-09-03,27.2
3899,2016-09-04,26.7
3900,2016-09-05,28.4
3901,2016-09-06,28.8
3902,2016-09-07,27.1
3903,2016-09-08,26.4
3904,2016-09-09,27
3905,2016-09-10,26.6
3906,2016-09-11,23.2
3907,2016-09-12,24.7
3908,2016-09-13,22.6
3909,2016-09-14,23.1
3910,2016-09-15,24.1
3911,2016-09-16,22.9
3912,2016-09-17,25.3
3913,2016-09-18,24.6
3914,2016-09-19,21.3
3915,2016-09-20,19.1
3916,2016-09-21,20.1
3917,2016-09-22,19.4
3918,2016-09-23,20.8
3919,2016-09-24,21.8
3920,2016-09-25,23.6
3921,2016-09-26,25.4
3922,2016-09-27,25.6
3923,2016-09-28,26.5
3924,2016-09-29,24.6
3925,2016-09-30,21.4
3926,2016-10-01,19.7
3927,2016-10-02,23.1
3928,2016-10-03,22.7
3929,2016-10-04,24.9
3930,2016-10-05,24
3931,2016-10-06,26
3932,2016-10-07,21.4
3933,2016-10-08,21.2
3934,2016-10-09,22.3
3935,2016-10-10,18.4
3936,2016-10-11,17.6
3937,2016-10-12,17.9
3938,2016-10-13,16.5
3939,2016-10-14,15.6
3940,2016-10-15,16.7
3941,2016-10-16,17.4
3942,2016-10-17,17.5
3943,2016-10-18,20.9
3944,2016-10-19,20.8
3945,2016-10-20,21.9
3946,2016-10-21,18.2
3947,2016-10-22,16.7
3948,2016-10-23,18.1
3949,2016-10-24,14.9
3950,2016-10-25,14
3951,2016-10-26,19.1
3952,2016-10-27,19
3953,2016-10-28,12.2
3954,2016-10-29,15.5
3955,2016-10-30,11.9
3956,2016-10-31,14.3
3957,2016-11-01,13.4
3958,2016-11-02,10.9
3959,2016-11-03,12.9
3960,2016-11-04,14
3961,2016-11-05,14.6
3962,2016-11-06,14.8
3963,2016-11-07,11
3964,2016-11-08,9.9
3965,2016-11-09,10.4
3966,2016-11-10,9.6
3967,2016-11-11,9
3968,2016-11-12,13.6
3969,2016-11-13,13.6
3970,2016-11-14,13.7
3971,2016-11-15,15.3
3972,2016-11-16,12.5
3973,2016-11-17,12.6
3974,2016-11-18,11.3
3975,2016-11-19,9.8
3976,2016-11-20,13.6
3977,2016-11-21,12.6
3978,2016-11-22,14
3979,2016-11-23,11.4
3980,2016-11-24,2.8
3981,2016-11-25,5.6
3982,2016-11-26,8.3
3983,2016-11-27,10.6
3984,2016-11-28,11.1
3985,2016-11-29,10.5
3986,2016-11-30,8.8
3987,2016-12-01,10
3988,2016-12-02,11.5
3989,2016-12-03,10.8
3990,2016-12-04,11.6
3991,2016-12-05,12.7
3992,2016-12-06,10.8
3993,2016-12-07,7.5
3994,2016-12-08,8.6
3995,2016-12-09,11.1
3996,2016-12-10,8.5
3997,2016-12-11,6.8
3998,2016-12-12,7
3999,2016-12-13,9.4
4000,2016-12-14,8.1
4001,2016-12-15,6.2
4002,2016-12-16,4.8
4003,2016-12-17,6.7
4004,2016-12-18,8.2
4005,2016-12-19,10
4006,2016-12-20,9.6
4007,2016-12-21,10.5
4008,2016-12-22,14.6
4009,2016-12-23,14
4010,2016-12-24,8.6
4011,2016-12-25,6.6
4012,2016-12-26,6.9
4013,2016-12-27,11.1
4014,2016-12-28,6
4015,2016-12-29,4.3
4016,2016-12-30,6
4017,2016-12-31,6.3
